question,note,optionD,optionC,optionB,mark,count,optionF,questionid,subject,optionE,year,type,optionA,paperName,answer
开采保护层之前，一般应首先选择无突出危险的煤层作为保护层。,,,,,0,,,1232,,,2012,判断题,,一通三防,y
"突出煤层的掘进巷道长度及采煤工作面推进长度超过500m时,应当在距离工作面500m范围内建设（）。",,自救器补给站,其他临时避险设施,临时避难硐室,1,2,,2768,,,2017,多选题,永久避难硐室,2017B500,"B,C"
对使用中的斜井人车防坠器，每半年必须进行一次静止松绳落闸试验。,,,,,0,,,1361,,,2012,判断题,,机电运输,n
井下防爆型的通信、信号和控制等装置，应优先采用( )型。A.B.C．,,,防爆特殊,本质安全,0,,,562,,,2012,单选题,隔爆,机电运输,B
主要泵房至少有2个出口，一个出口用斜巷通到井筒，并高出泵房底板()以上；另一个出口通到井底车场。排水系统集中控制的主要泵房可不设专人值守，但必须实现图像监视和专人巡检。?,,10m?,7m,5m;,0,1,,2623,,,2017,单选题,3m;,2017B500,C
对煤矿井下发生重伤事故时，在场人员对受伤者应立即(        )。,,,打急救电话,。送出地面,0,,,346,,,2012,单选题,就地抢救,应急管理,A
"采用滚筒驱动带式输送机运输时,必须装设（）保护装置,同时应当装设温度、烟雾监测装置和自动洒水装置。",,撕裂,堆煤,跑偏,0,1,,2815,,,2017,多选题,防打滑,2017B500,"A,B,C,D"
采用平巷人车运送人员时，列车行驶速度不得超过().,,,4m/s,3m/s,0,,,2656,,,2017,单选题,2.5m/s,2017B500,C
《山西省人民政府安全生产委员会关于印发进一步加强煤矿瓦斯防治的八项规定的通知》规定：严禁超瓦斯抽采达标能力组织生产。高瓦斯、突出矿井要合理安排生产，做到“(        )”衔接平衡，实现瓦斯抽采达标。,,,探掘采,抽探采,0,,,2168,,,2016,单选题,抽、掘、采,2016B500,A
依据《安全生产法》，下列关于生产经营单位经营活动的说法中，正确的有 (        )。,,生产经营单位对承包单位安全生产工作统一协调管理,承包合同租赁合同中约定各自的安全生产管理职责,生产经营单位不得将生产经营项目发包给个人,1,1,,2296,,由承租单位对安全生产工作统一协调管理,2016,多选题,生产经营单位不得将生产经营项目场所设备发包或者出租给不具备安全生产条件或者相应资质的单位或者个人,2016B500,A，C，E
侦察时应首先把侦察小队派往(        )的地点。,,,遇难人员最多,遇险人员最多,0,,,395,,,2012,单选题,破坏最严重,应急管理,B
煤尘爆炸后的主要特征是(        )。,,产生大量硫化氢气体,产生大量氨气,产生皮渣与黏块,0,,,613,,,2012,多选题,产生大量一氧化碳,应急管理,AB
改变主要通风机转数、叶片角度或者对旋式主要通风机运转级数时，必须经矿技术负责人批准。（）,必须经矿总工程师批准,,,,0,,,2493,,,2017,判断题,,2017B500,n
下列哪项不是现场急救原则?(        ),,,先疏导后救伤,先救命后治伤,0,,,461,,,2012,单选题,先排险后施救,应急管理,C
《安全生产法》规定：矿山、建筑施工单位、危险物品的生产、经营、储存单位应当设置安全生产管理机构或者配备专职安全生产管理人员。,,,,,0,,,1684,,,2012,判断题,,法律法规,y
《煤矿矿长保护矿工生命安全七条规定》[国家安全生产监督管理总局令第58号]规定：必须在批准区域正规开采，一般不得超层越界或者巷道式采煤、空顶作业。,错误原因：也可以正确为：但不得,,,,0,,,1790,,,2016,判断题,,2016B500,n
"机车行近（）时,都必须减速,并发出警号。",,噪声大地段,弯道、道岔,硐室口,0,1,,2825,,,2017,多选题,巷道口,2017B500,"A,B,C,D"
从业人员发现直接危及人身安全的紧急情况时，(        )停止作业或者在采取可能的应急措施后撤离作业场所。,,,不得,有权,0,,,455,,,2012,单选题,无权,法律法规,B
县级以上地方人民政府负责煤矿安全生产监督管理的部门、煤矿安全监察机构发现煤矿有(        )，责令停产整顿，并将情况在5日内报送有关地方人民政府。,,,未设置安全生产机构或者配备安全生产人员的,高瓦斯矿井没有按规定建立瓦斯抽放系统，监测监控设施不完善、运转不正常的,0,,,490,,,2012,单选题,以往关闭之后又擅自恢复生产的,法律法规,B
在爆破施工中，杂散电流、静电感度、射频感应电等均可引起电爆网路中电雷管早爆。,,,,,0,2,,1329,,,2012,判断题,,爆破安全,y
采掘工作面及其他巷道内，体积大于0.5m3的空间内积聚的甲烷浓度达到()时，附近20m内必须停止工作，撤出人员，切断电源，进行处理。,,0.80%,1.00%,1.50%,0,,,2718,,,2017,单选题,2%,2017B500,A
处理井下火灾应遵循的原则是(        )。,,保障救护人员安全,尽量采用综合灭火,防止引起瓦斯或煤尘爆炸,0,1,,739,,,2012,多选题,控制烟雾的蔓延，防止火灾扩大,应急管理,ABD
对生产经营单位及其有关人员的同一个安全生产违法行为，不得给予(        )罚款的行政处罚。,,,2次以下,2次以上,0,,,115,,,2012,单选题,1次,法律法规,B
开采容易自燃和自燃的煤层时，必须对采空区、突出和冒落孔洞等空隙采取措施防止自燃。,,,,,0,,,1285,,,2012,判断题,,一通三防,y
煤矿企业应当依法为职工参加工伤保险缴纳(        )保险费。鼓励企业为井下作业职工办理意外伤害保险，支付保险费。,,,失业,工伤,0,,,484,,,2012,单选题,养老,法律法规,B
煤矿必须配齐专用()设备。?,,钻探?,物探;,探放水;,0,,,2617,,,2017,单选题,注浆;,2017B500,B
矿长必须具备安全专业知识，具有组织、领导安全生产和处理煤矿事故的能力。,,,,,0,,,2397,,,2017,判断题,,2017B500,y
巷道顶板管理应尽可能缩短工作面空顶时间和临时支护的长度。,,,,,0,,,1125,,,2012,判断题,,开采安全,y
采掘工作面或其他地点有透水征兆时，应当(        ),,撤出所有受水威胁地点的人员,发出警报,报告矿调度室,0,3,,753,,,2012,多选题,立即停止作业,地质安全,ABCD
根据《安全生产法》的规定，储存(        )的仓库不得与员工宿舍在同一座建筑物内，并应当与员工宿舍保持距离。,,电动工具,烟花爆竹,仿制品,1,,,2112,,,2016,单选题,印刷品,2016B500,C
位于矿区或矿区附近的地表水体，往往可以成为矿井充水的重要水源。,,,,,0,1,,1078,,,2012,判断题,,地质安全,y
《山西省煤矿安全质量标准化标准》中通风专业标准要求通风设施前后(        )范围内支护良好，无杂物、积水等。,,10m以上,10m,5m,0,,,2193,,,2016,单选题,3m,2016B500,B
国家煤矿安全监察机构负责中央管理的煤矿企业安全生产许可证的颁发和管理。,,,,,0,,,1555,,,2012,判断题,,法律法规,y
井巷中采用钢丝绳牵引带式输送机或钢丝绳芯带式输送机运送人员时，乘坐人员的间距不得小于（）m。,,,4,3,0,,,2667,,,2017,单选题,2,2017B500,C
煤矿必须建立矿井安全避险系统，对井下人员进行安全避险和应急救援培训，每年至少组织()次应急演练。,,4,3,1,1,1,,2566,,,2017,单选题,2,2017B500,B
职业健康检查费用由劳动者个人承担。,,,,,0,,,1498,,,2012,判断题,,职业防护,n
井下电气设备保护接地的主接地极应用耐腐蚀的钢板制成，其面积不得小于(        )m.厚度不得小于5mm。,,,0.8,0.75,0,,,34,,,2012,单选题,0.5,机电运输,B
系统应能识别多个同时进入识别区域的识别卡。,,,,,0,,,2515,,,2017,判断题,,2017B500,y
煤矿必须建立矿井安全避险系统，对井下人员进行安全避险和应急救援培训，每年至少组织（）应急演练。,,,1次,2次,0,,,2628,,,2017,单选题,3次,2017B500,C
在倾斜井巷中使用有接头的钢丝绳时，其插接长度不得小于钢丝绳直径的(        )倍。,,,1000,200,0,,,99,,,2012,单选题,100,机电运输,C
《山西省煤矿办矿企业标准》要求对已有办矿企业经审核评定为无等级企业的，限期一年整改达标。对经过整改下一年度审核评定仍达不到丁级标准的，取消企业的办矿资格。,,,,,0,,,1809,,,2016,判断题,,2016B500,y
控制煤矿生产性噪声的技术措施有(        ),,隔振与阻尼,消声技术,隔声技术,0,,,866,,,2012,多选题,吸声技术,职业防护,ABCD
依据《安全生产法》，矿山、金属冶炼建设项目和用于生产、储存危险物品的建设项目竣工投入生产或者使用前，以下说法正确的是(        )。,,安全生产监督管理部门应当加强对建设单位验收活动和验收结果的监督核查,验收合格后，方可投入生产和使用,应当由建设单位负责组织对安全设施进行验收,1,3,,2311,,生产经营单位对其验收结果负责,2016,多选题,必须依照有关法律行政法规的规定对安全设施进行验收,2016B500,B，C，D
煤矿从事采煤、掘进、运输、通风、地测等工作的班组长应当接受专门的安全培训，经培训合格后，方可任职。,,,,,0,,,1592,,,2012,判断题,,法律法规,y
在处理煤层顶板冒落事故中必须有(        )检查和监视顶板情况。,,,专人,。放炮员,0,,,444,,,2012,单选题,瓦检员,开采安全,C
煤炭生产应当依法在批准的开采范围内进行，不得超越批准的开采范围(        )开采。,,越能力,越煤种,越层,0,,,893,,,2012,多选题,越界,法律法规,AB
有线调度通信系统应当具有选呼、急呼、全呼、强插、强拆、监听、录音等功能。,,,,,1,,,2453,,,2017,判断题,,2017B500,y
瓦斯检查工必须执行瓦斯巡回检查制度和请示报告制度，并认真填写瓦斯检查班报。每次检查结果必须记入瓦斯检查班报手册和检查地点的记录牌上，并通知现场工作人员。甲烷浓度超过本规程有关条文的规定时，()有权责令现场人员停止工作，并撤到安全地点。,,安全调度,瓦斯检查工,工长,0,,,2734,,,2017,单选题,跟班队干,2017B500,C
依据《安全生产法》，事故调查处理应当按照(        )的原则，查清事故原因，查明事故性质和责任。,,科学严谨依法依规实事求是注重实效,及时准确合法,公开公正公平,1,1,,2080,,,2016,单选题,实事求是尊重科学,2016B500,D
《山西省煤矿安全质量标准化》中机电专业标准要求机电基础管理符合哪些要求？(        ),,各级专业技术人员管理人员及岗位工人培训合格持证上岗,按规定进行设备技术性能测试，在用设备性能可靠,机电设备选型论证购置安装使用维护检修更新改造报废等综合管理程序规范，设备台账技术图纸等资料齐全,0,1,,2361,,,2016,多选题,管理机构健全，制度完善,2016B500,A，B，C，D
心肺复苏术是对心跳、呼吸骤停所采用的最初紧急措施。,,,,,0,,,1476,,,2012,判断题,,应急管理,y
煤巷锚杆支护巷道一侧超宽大于4m时，必须补打锚杆。,,,,,0,,,1166,,,2012,判断题,,开采安全,y
在采煤工作面内进行爆破作业时，必须有保护()和其他设备的安全措施。,,支柱镀层,液压支柱,液压支架,0,,,2597,,,2017,单选题,煤机,2017B500,B
在有油气爆炸危险的矿井中，应使用能检测油气成分的仪器检查各个地点的油气浓度，并定期采样化验油气成分和浓度。对油气浓度的规定可按本规程有关()的各项规定执行。,,瓦斯,煤尘,防火,0,,,2730,,,2017,单选题,防水,2017B500,D
探水是指在采掘过程中运用超前探查方法，查明采掘工作面顶底板、侧帮和前方(        )等水体的具体位置、产状等基本情况。,,无炭柱,老空积水,含水层,0,,,682,,,2012,多选题,含水构造,地质安全,ABC
依照《安全生产法》的规定，从业人员有权了解作业场所和工作岗位存在的危险因素，生产经营单位应当如实告之，不得隐瞒和欺骗。,,,,,0,,,1782,,,2016,判断题,,2016B500,y
矿井必须从设计和采掘生产管理上采取措施，防止瓦斯积聚；当发生瓦斯积聚时，必须及时处理。当瓦斯超限达到断电浓度时，班组长、瓦斯检查工、矿调度员有权责令现场作业人员停止作业，停电撤人。,,,,,0,,,2440,,,2017,判断题,,2017B500,y
采煤工作面与顶板主要裂隙面互相平行时，工作面顶板不易垮落。,,,,,0,,,1093,,,2012,判断题,,地质安全,n
《煤矿安全规程》第二百二十三条规定：电焊、气焊和喷灯焊接等工作地点的风流中，瓦斯浓度不得超过(        )％，只有在检查证明作业地点附近20m范围内的巷道顶部和支架背板后面无瓦斯积存时，方可进行作业。,,,1.5,1,1,,,41,,,2012,单选题,0.5,一通三防,A
造成炸药、雷管早爆的主要原因有杂散电流导人雷管或雷管、炸药受到(        ).,,爆破器具保管不当,摩擦,挤压,0,3,,689,,,2012,多选题,机械撞击,爆破安全,ABCD
摩擦轮式提升钢丝绳的正常使用期限应当不超过2年。（）,,,,,0,,,2468,,,2017,判断题,,2017B500,y
煤矿企业矿长未取得矿长资格证、安全资格证，企业擅自生产的，属非法煤矿。,,,,,0,,,1583,,,2012,判断题,,法律法规,y
《煤矿重大安全生产隐患认定办法<试行>》中“煤矿实行整体承包生产经营后，未重新取得煤炭生产许可证和安全生产许可证，从事生产的，或者承包方再次转包的，以及煤矿将井下采掘工作面和井巷维修作业进行劳务承包”，是指有下列(        )情形之一。,,煤矿将井下采掘工作面或者井巷维修作业对外承包,煤矿(矿井)实行承包(托管)但未签订安全生产管理协议或者载有双方安全责任与权力内容的承包合同进行生产,承包方(承托方)再次转包,1,1,,615,,,2012,多选题,承包方(承托方)未重新取得煤炭生产许可证和安全生产许可证进行生产,法律法规,ABCD
在井下架线电机车牵引网络中，杂散电流的主要危害有(        )。,,产生火花，引爆瓦斯。,腐蚀轨道,引起电雷管先期爆炸,0,,,621,,,2012,多选题,导致牵引网络发生短路故障,机电运输,BCD
检查雷管电阻要在有防护的专门场所内进行，不得离储存炸药和起爆药包的地方太近。,,,,,0,,,1320,,,2012,判断题,,爆破安全,y
火区的出水温度低于25℃，或与火灾发生前该区的日常出水温度相同，即可认为火区已经熄灭。,,,,,0,,,1280,,,2012,判断题,,一通三防,n
根据《煤矿重大安全生产隐患认定办法<试行>》之规定，有明显透水征兆而未撤出井下作业人员的，属于煤矿重大安全生产隐患。,,,,,0,,,1620,,,2012,判断题,,法律法规,y
钻孔放水前，若水量突然变化，必须及时处理，并立即报告(        )。,,,矿调度室,矿长,0,,,547,,,2012,单选题,总工程师,地质安全,C
“有严重水患，未采取有效措施”是指有下列(        )情形之一。,,有明显透水征兆未撤出井下作业人员,未进行水质化验,擅自开采各种防隔水煤柱,0,,,896,,,2012,多选题,在有突水威胁区域进行采掘作业未按规定进行探放水,法律法规,ABD
对采掘工作面和其他用风地点，应根据实际需要(        )测风。,,,随时,每隔5天,0,,,256,,,2012,单选题,定时,一通三防,C
可以使用3台以上<含3台>的局部通风机同时向1个掘进工作面供风。,,,,,0,,,1261,,,2012,判断题,,一通三防,n
以下属于安全生产投入的是(        )。,,更新除尘系统,购买消防器材,职工度假休养,0,1,,583,,,2012,多选题,办公室空调系统,安全管理,CD
防水闸门必须灵活可靠，并保证每(        )进行2次关闭试验。,,,月,季,0,3,,388,,,2012,单选题,年,地质安全,A
劳务派遣单位应当对被派遣劳动者进行必要的安全生产教育和培训。生产经营单位使用被派遣劳动者的，不必对被派遣劳动者进行岗位安全操作规程和安全操作技能的教育和培训。,,,,,0,,,1688,,,2016,判断题,,2016B500,n
《山西省煤矿建设标准》要求水文条件地质复杂或有突水淹井危险的矿井，应在正常排水系统上另外建立强排水系统，强排水系统应与正常排水系统相互独立。,,,,,0,,,1826,,,2016,判断题,,2016B500,y
事故隐患泛指生产系统中可导致事故发生的(),,物的不安全状态,管理上的缺陷,自然灾害,0,,,2781,,,2017,多选题,人的不安全行为,2017B500,"A,C,D"
多支矿山救护队联合参加救援时，应当由服务于发生事故煤矿的矿山救护队指挥员负责协调、指挥各矿山救护队实施救援，必要时也可以由救援指挥部另行指定。(),,,,,0,,,2456,,,2017,判断题,,2017B500,y
《山西省煤矿建设标准》要求矿井一级负荷有(        )。,,抽放瓦斯设备及井下移动抽放瓦斯设备,升降人员的立井提升机,井下主排水泵及下山开采的采区排水泵,0,1,,2346,,,2016,多选题,矿井主通风机及井下局部通风机,2016B500,A，B，C，D
提升机过卷保护装置的作用是，当提升容器超过正常终端停车位置(        )m时，必须能自动断电，并能使保险闸发生制动作用。,,,0.5,0.2,1,,,11,,,2012,单选题,0.1,机电运输,C
煤矿制灾害预防和处理计划由（）负责组织实施。,,安全矿长,通风矿长,总工程师,0,,,2640,,,2017,单选题,矿长,2017B500,A
《煤矿安全规程》第两百八十六条规定：采掘工作面遇有打开隔离煤柱放水时，应当立即停止施工，确定(        )，由专业人员和专职队伍使用专用钻机进行探放水，经确认无水害威胁后，方可施工。,,,积水线,探水线,1,,,2251,,,2016,单选题,防水线,2016B500,B
依据《安全生产法》的规定，生产经营单位(        )工程项目的安全设施，必须与主体工程同时设计、同时施工、同时投入生产或者使用。,,新建改建装修,扩建改建翻修,新建扩建改建,0,,,2106,,,2016,单选题,新建扩建引进,2016B500,B
井下巷道中，电缆与(        )在巷道同一侧敷设时，必须设在管子上方，并保持0.3m以上的距离。,,风筒,瓦斯抽放管路,供水管,0,,,878,,,2012,多选题,压风管,机电运输,AB
(        )用刮板输送机、带式输送机运输炸药。,,,不可以,可以,0,,,477,,,2012,单选题,严禁,爆破安全,A
矿山、金属冶炼建设项目或者用于生产、储存危险物品的建设项目未能做到《安全生产法》关于“三同时”的有关规定，则(        )。,,构成犯罪的，依照刑法有关规定追究刑事责任,逾期未改正的，并处罚款,责令停止建设或者停产停业整顿,0,3,,2286,,取消其生产经营许可证,2016,多选题,责令限期改正，可并处罚款,2016B500,B，C，D
《山西省煤矿现代化矿井标准》要求矿井必须至少设置主井、副井和风井三个井筒，根据需要可适当增加井筒数量。进回风井必须均有安全出口。,,,,,0,,,1808,,,2016,判断题,,2016B500,y
安全生产管理是针对生产过程中的安全问题，进行有关(        )等活动。,,,决策、计划、实施和改进,决策、计划、组织和控制,0,,,323,,,2012,单选题,计划、组织、控制和反馈,安全管理,B
发现造成事故的紧急危险情况时，安全检查员有权命令立即停止作业，撤出人员。,,,,,0,,,959,,,2012,判断题,,安全管理,y
职业病防治工作坚持(        )的方针，实行分类管理、综合治理。,,,安全第一、预防为主,标本兼治、防治结合,0,,,504,,,2012,单选题,预防为主、防治结合,职业防护,A
井下作业人员管理系统中重点区域是指（）。,,掘进工作面,采煤工作面,采区,1,2,,2861,,,2017,多选题,盲巷,2017B500,"B,C,D"
用人单位应当实施由(        )的职业病危害因素日常监测，并确保监测系统处于正常运行状态。,,,专人负责,单位职工,0,,,332,,,2012,单选题,兼职工人,职业防护,C
(        )依法对安全生产工作进行监督。,,工会,安全生产中介机构,生产经营单位,0,,,2150,,,2016,单选题,安全生产监督管理部门,2016B500,D
井下爆炸材料库的最大贮存量，不得超过该矿井5天的炸药需要量和10天的电雷管需要量。,,,,,0,2,,1303,,,2012,判断题,,爆破安全,n
压入式井瓦斯涌出量随风压增大而减少。,,,,,0,1,,1245,,,2012,判断题,,一通三防,y
提升绞车的盘式制动闸的空动时间不得超过(        )s。,,,0.5,0.3,0,,,13,,,2012,单选题,0.1,机电运输,B
重大危险源控制的目的是预防重大事故发生，而且做到一旦发生事故，能将事故危害限制到最低程度。,,,,,0,,,975,,,2012,判断题,,安全管理,y
应急救援预案只传达贯彻到班组长以上的管理人员。,,,,,0,,,1443,,,2012,判断题,,应急管理,n
《安全生产法》规定：发生重大事故的，对负有责任的生产经营单位除要求其依法承担相应的赔偿等责任外，由安全生产监督管理部门处一百万元以上三百万元以下的罚款。,,,,,0,,,1806,,,2016,判断题,,2016B500,n
屏蔽电缆的各屏蔽层都是接地的。,,,,,0,,,2053,,,2016,判断题,,2016B500,y
降低封闭区域两端的压差可以减少老采空区瓦斯涌出。,,,,,0,1,,1221,,,2012,判断题,,一通三防,y
根据《煤矿安全培训规定》，对发生重大、特别重大安全生产责任事故且负有主要责任的煤矿，应当撤销其主要负责人的资格证，但可以再经考核取得煤矿企业主要负责人安全资格证、煤矿矿长资格证，也可以继续担任其他煤矿的矿长。,,,,,0,,,1598,,,2012,判断题,,法律法规,n
生产经营单位的安全生产管理机构是专门负责安全生产监督管理的内设机构，其工作人员是安全生产管理(        )人员。,,,专职,兼职,0,,,543,,,2012,单选题,专职或兼职,安全管理,C
矿山企业必须对(        )定期检查、维修、保证使用安全。,,安全检测仪器,防护装置,运输设施,0,,,2278,,通信设施,2016,多选题,机电设备,2016B500,A，C，D
下列措施中，能够预防井下电气火灾的措施有(        )。,,电缆悬挂要符合《煤矿安全规程》规定,校验高低压开关设备及电缆的热稳定性和动稳定性,采用矿用阻燃橡套电缆,0,1,,581,,,2012,多选题,按电气保护整定细则整定保护装置,机电运输,ABCD
"在立井井筒或倾角30°及其以上的井巷中,电缆应用（）或其他夹待装置进行敷设。",,吊钩,钢丝,卡箍,0,,,2854,,,2017,多选题,夹子,2017B500,"A,B"
掘进巷道贯通时，掘进的工作面每次爆破前，必须(        ),,每次爆破前，2个工作面入口必须有专人警戒,只有在2个工作面及其回风流中的瓦斯浓度都在10％以下时，掘进的工作面方可爆破,瓦斯浓度超限时，必须先停止在掘工作面的工作，然后处理瓦斯,0,2,,781,,,2012,多选题,派专人和瓦斯检查工共同到停掘的工作面检查工作面及其回风流中的瓦斯浓度,一通三防,ABCD
矿井建设和延深中，当开拓到设计水平时，只有在建成防、排水系统后，方可开始向有突水危险地区开拓掘进。,,,,,0,,,1053,,,2012,判断题,,地质安全,y
"不同型号电缆之间严禁直接连接,必须经过符合要求的（）进行连接。",,插座,母线盒,连接器,0,2,,2851,,,2017,多选题,接线盒,2017B500,"A,B,C"
处理上山巷道水灾时，应注意下列事项(        ),,指定专人检测风量和风流变化情况,保证人员在作业中的通信联系和退路安全畅通,透水点下方要有能存水及存沉积物的有效空间，否则人员要撤到安全地点,0,,,700,,,2012,多选题,检查并加固巷道支护，防止二次透水、积水和淤泥的冲击,应急管理,ABC
在大于（）的倾斜井巷中使用带式输送机，应当设置防护网，并采取防止物料下滑、滚落等的安全措施。,,,20°,16°,0,,,2664,,,2017,单选题,10°,2017B500,B
《山西省煤矿建设标准》要求井工矿的每个回风井装备的备用通风设备及附属装置必须能在(        )min内开动。,,20,15,10,0,2,,2188,,,2016,单选题,5,2016B500,B
煤含有的灰分可降低煤尘的爆炸性。,,,,,0,,,1212,,,2012,判断题,,一通三防,y
单体液压支柱的初撑力，柱径为100mm的不得小于()kn，柱径为80mm的不得小于60kn。,,70,80,90,0,,,2600,,,2017,单选题,100,2017B500,B
煤炭生产许可证的颁发管理机关，应当对煤炭生产许可证实行年检制度。煤矿企业应当接受煤炭生产许可证颁发管理机关的监督，检查。,,,,,0,,,1576,,,2012,判断题,,法律法规,y
提升绞车的盘式制动闸的闸瓦与制动盘之间的间隙应不大于(        )mm。,,,2.5,2,0,,,64,,,2012,单选题,1,机电运输,B
立井提升，摩擦轮式平衡钢丝绳的使用期限应不超过(        )年。,,,4,2,0,,,66,,,2012,单选题,1,机电运输,C
为了解决(        )问题，发挥人在劳动过程中安全生产和预防事故的作用，通常采取安全管理和安全教育的手段。,,,环境因素,人的因素,0,,,300,,,2012,单选题,管理因素,安全管理,B
直接责任是指与事故结果之间有直接的因果关系，对事故的发生起直接作用的责任。,,,,,0,,,957,,,2012,判断题,,安全管理,y
《煤矿矿长保护矿工生命安全七条规定》[国家安全生产监督管理总局令第58号]规定：必须落实井下探放水规定，严禁开采防隔水煤柱。,,,,,0,,,1794,,,2016,判断题,,2016B500,y
《安全生产法》规定的生产安全事故类型的划分标准由国家安全监督管理总局规定。,,,,,0,,,1774,,,2016,判断题,,2016B500,n
《山西省煤矿建设施工管理标准》要求新招收的井下作业人员必须接受不少于一个月的安全教育培训。,,,,,0,,,1818,,,2016,判断题,,2016B500,n
矿井双回路备用电源每（）天至少进行一次启动和运行试验。,,,15天,10天,0,,,2698,,,2017,单选题,7天,2017B500,B
"下列选项中,可以作为接地母线连接主接地极的有（）。",,截面不小于100mm2的镀锌铁线,截面不小50mm2的铜线,厚度不小于4mm、截面不小于50mm2的扁钢,1,3,,2857,,,2017,多选题,厚度不小于4mm、截面不小于100mm2的扁钢,2017B500,"A,C,D"
下列(        )积夕气体的存在可使瓦斯爆炸下限降低。,,氢气,氮气,硫化氢,0,2,,883,,,2012,多选题,一氧化碳,一通三防,ABD
火灾发生在下山独头煤巷掘进头时，只要瓦斯浓度不超过2％，就可进行灭火。,,,,,0,,,1474,,,2012,判断题,,应急管理,n
煤矿有(        )负责煤矿有关证照颁发的部门应当责令该煤矿立即停止生产，提请县级以上地方人民政府予以关闭，并可以向上一级地方人民政府报告。,,,未设置安全生产机构或者配备安全生产人员的,高瓦斯矿井没有按规定建立瓦斯抽放系统，监测监控设施不完善、运转不正常的,0,,,491,,,2012,单选题,以往关闭之后又擅自恢复生产的,法律法规,A
负责煤矿有关证照颁发的部门应当责令煤矿立即停止生产并提请县级以上地方人民政府予以关闭煤矿的情形有(        ),,煤矿停产整顿验收不合格的,煤矿3个月内2次或者2次以上发现有重大安全生产隐患，仍然进行生产的,责令停产整顿后擅自进行生产的；无视政府安全监管，拒不进行整顿或者停而不整、明停暗采的,0,1,,773,,,2012,多选题,煤矿经整顿仍然达不到安全生产标准、不能取得安全生产许可证的,法律法规,ABCD
《山西省煤矿建设标准》要求安全、环保、卫生等工程和设施与矿井主体工程同时设计、同时施工、同时投入生产和使用。,,,,,0,,,1820,,,2016,判断题,,2016B500,y
按()煤层管理的煤层，必须采取区域或局部综合防突措施。,,松软,自燃倾向,突出,0,,,2762,,,2017,单选题,高瓦斯,2017B500,B
开采水淹区域下的废弃防隔水煤柱时，应当彻底疏干上部积水，进行可行性技术评价，确保无溃浆<沙>威胁。严禁顶水作业。,,,,,0,,,1048,,,2012,判断题,,地质安全,y
《质量标准化标准》规定：采煤工作面在用支柱要(        )。,,无外观缺损,不自动卸载,不漏液,1,1,,567,,,2012,多选题,完好,开采安全,ABCD
生产经营单位使用被派遣劳动者的，不必对被派遣劳动者进行岗位安全操作规程和安全操作技能的教育和培训。,,,,,1,,,1711,,,2016,判断题,,2016B500,n
生产经营单位主要负责人有责任建立、健全本单位安全生产责任制。,,,,,1,,,992,,,2012,判断题,,安全管理,y
井下临时抽采瓦斯泵站应安设在抽采瓦斯地点附近的()中。,,新鲜风流,永久硐室,回风巷道,0,,,2748,,,2017,单选题,临时硐室,2017B500,D
巷道净断面的设计，必须按支护最小允许变形后的断面计算。,,,,,0,,,2544,,,2017,判断题,,2017B500,n
液压支架过旧巷时，可利用其前探梁托住旧巷支架的梁端，再逐步拉架前移。,,,,,0,,,1159,,,2012,判断题,,开采安全,y
《煤矿安全规程》第二百五十九条规定：相邻矿井的分界处，应当留(        )。,,,防水墙,防水密闭,0,,,272,,,2012,单选题,防隔水煤<岩>柱,地质安全,A
危害点指可能发生事故，并能造成人员重大伤亡、设备系统造成重大损失的生产现场。,,,,,0,,,1009,,,2012,判断题,,安全管理,n
高压断路器可以断开短路电流。,,,,,1,,,2055,,,2016,判断题,,2016B500,y
采用煤柱支撑法管理顶板时，如果在采空区边缘有明显的断裂构造和结构面，易发生(        )。,,,分阶段漏冒,分层分次冒落,0,,,519,,,2012,单选题,整体一次冒落,开采安全,A
依据《安全生产法》第十七条的规定，不具备安全生产条件的生产经营单位(        )。,,经国家安全监督管理总局批准后方可从事生产经营活动,经安全生产监管部门批准后可从事生产经营活动,经主管部门批准后允许生产经营,1,,,2076,,,2016,单选题,不得从事生产经营活动,2016B500,A
以下选项中是职业健康监护档案的内容为(        )。,,职业健康检查结果,职业危害接触史,家族史,0,1,,748,,,2012,多选题,劳动者的职业史,职业防护,ACD
煤矿企业应对从业人员进行上岗前、在岗期间的职业危害防治知识培训，上岗前的培训时间不少于4学时，在岗期间培训时间每年不少于2学时,,,,,0,,,1578,,,2012,判断题,,法律法规,y
防火对通风的要求是风流稳定、漏风量少和通风网络中有关区段易于隔绝。,,,,,0,,,1276,,,2012,判断题,,一通三防,y
隔爆型电气设备隔爆接合面的三要素是(        )。,,隔爆面平整度,粗糙度,宽度,0,,,698,,,2012,多选题,间隙,机电运输,ABC
建（构）筑物下、水体下、铁路下，以及主要井巷煤柱开采，必须经过试采。试采结束后，必须由原试采方案设计单位提出试采总结报告。（）?,,,,,0,,,2427,,,2017,判断题,,2017B500,y
井下采区、巷道有突水危险或者可能积水的，应当优先施工安装防、排水系统，并保证有足够的排水能力。（）?,,,,,0,,,2416,,,2017,判断题,,2017B500,y
166采区设计应该贯彻执行《煤炭工业技术政策》、《煤矿安全规程》和《煤炭工业矿井设计规范》等。,改正：采区设计必须贯彻执行《煤炭工业技术政策》《煤矿安全规程》和《煤炭工业矿井设计规范》等。,,,,0,,,1850,,,2016,判断题,,2016B500,n
